,puma,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
45,Westchester County (Southeast) PUMA,73.65885827336068,70.4131690831789,77.26090375657854,23.40224216532385,25.765834514335552,20.779142217651685,2.93889956131548,3.8209964024855556,1.959954025769766
46,Rockland County (North)--New City & Congers PUMA,46.493039723198244,37.119269818480156,56.77408469714864,46.55741222541104,53.14839503640653,39.32849670997132,6.949548051390714,9.732335145113321,3.8974185928800407
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,34.618541657166304,36.34665133659097,33.04907761921337,59.73596607232432,57.1716010347801,62.06491472328577,5.645492270509371,6.4817476286289155,4.88600765750087
48,Suffolk County (Southwest)--Islip Town (South) PUMA,41.62528018283304,35.96544276457883,47.48613347647164,54.465345229200544,60.475161987041034,48.24208266237252,3.9093745879664223,3.5593952483801297,4.271783861155842
49,Erie County (West Central)--Buffalo City (East) PUMA,16.75787627743847,14.275235209695422,18.995200183945045,67.92344439741187,66.75809280816458,68.97364412381802,15.318679325149665,18.96667198214001,12.031155692236945
50,Wayne & Seneca Counties PUMA,22.25354368543285,17.829552799236712,27.053833823136518,67.5310322735645,70.10556769566956,64.73751001870157,10.215424041002642,12.06487950509372,8.208656158161903
51,Monroe County (South) PUMA,60.62239269815494,55.91229675096645,64.87335872373292,37.02158635943668,41.948239737952605,32.57517245052867,2.356020942408377,2.1394635110809452,2.551468825738408
52,Tompkins County PUMA,55.53925165077036,49.93552727476593,60.45653564224922,40.12682108793628,44.082525088299604,36.65567963792001,4.333927261293366,5.981947636934462,2.887784719830767
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,27.170900316300912,22.614886316262066,31.882856290006966,64.99983695829393,66.76073501587403,63.178667374216445,7.829262725405159,10.6243786678639,4.938476335776591
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",28.664629939883707,25.803811528118786,31.59196044026161,64.14309648171873,64.42573755797186,63.85388419205616,7.192273578397555,9.77045091390935,4.554155367682246
55,NYC-Manhattan Community District 8--Upper East Side PUMA,89.10961252714597,91.0521841665067,87.7212237618329,10.576065836095554,8.498094167329366,12.061227289653685,0.3143216367584867,0.44972166616392906,0.21754894851341552
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",89.78607382550335,85.51145618416767,94.32591396609388,8.784955257270694,12.343902703876642,5.0051897128358895,1.4289709172259508,2.144641111955696,0.6688963210702341
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",49.30877100145522,36.875435374580455,62.90065766701281,42.121973806059,54.0751060730796,29.05503634475597,8.569255192485778,9.04945855233994,8.044305988231223
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,40.08568695145793,31.655330970399465,46.55565358035583,53.213260679672224,61.571989654181436,46.798264961035144,6.701052368869847,6.772679375419101,6.646081458609028
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",29.793601942569953,31.500556792873052,28.628438405624973,53.468673236016606,55.3521714922049,52.18300156777044,16.737724821413448,13.147271714922049,19.18856002660459
