,puma,ENG_prof_mf_t,ENG_prof_m,ENG_prof_f,NO_ENG_prof_mf_t,NO_ENG_prof_m,NO_ENG_prof_f
120,Westchester County (Northeast) PUMA,68.51820775297868,71.28930817610063,65.34724721122706,31.48179224702131,28.71069182389937,34.652752788772936
121,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,58.88067581837381,57.0650058388478,61.03416435826408,41.11932418162619,42.934994161152204,38.96583564173592
122,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,45.070697220867864,45.54638984150524,44.54274251620204,54.92930277913213,54.45361015849476,55.45725748379796
123,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",84.67109233554618,93.41176470588235,75.46468401486989,15.328907664453833,6.588235294117648,24.53531598513011
124,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,61.873990306946695,66.29740093736685,56.646525679758305,38.12600969305331,33.70259906263315,43.353474320241695
125,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,62.66183324702227,63.985077482303424,61.379438212663395,37.33816675297773,36.014922517696576,38.62056178733661
126,Suffolk County (Northwest)--Huntington Town (South) PUMA,78.17002881844381,76.91197691197691,79.42446043165468,21.829971181556196,23.08802308802309,20.575539568345324
127,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",43.928705440900565,46.38115284974093,41.81004336270807,56.071294559099435,53.618847150259064,58.18995663729193
128,Suffolk County (North Central)--Brookhaven Town (North) PUMA,52.33128834355828,44.123505976095615,65.49520766773162,47.66871165644172,55.87649402390438,34.504792332268366
129,NYC-Queens Community District 1--Astoria & Long Island City PUMA,60.21244309559939,66.48246035559828,53.80934854619065,39.7875569044006,33.51753964440173,46.19065145380935
130,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,61.93524096385542,61.203239490937136,62.63332107392424,38.06475903614458,38.796760509062864,37.366678926075764
131,Westchester County (Southeast) PUMA,62.443754848719934,65.73728939913524,58.87109817240822,37.55624515128006,34.26271060086477,41.12890182759178
132,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",63.6380123322452,66.14699331848553,61.24113475177305,36.36198766775481,33.85300668151447,38.75886524822695
133,Suffolk County (South Central)--Brookhaven Town (South) PUMA,66.0586319218241,71.94978422910945,58.754863813229576,33.94136807817589,28.050215770890546,41.245136186770424
134,Onondaga County (Central)--Syracuse City PUMA,64.80186480186481,68.95810955961332,59.87261146496815,35.1981351981352,31.041890440386684,40.12738853503185
135,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,55.185303855601845,60.72849068453004,49.41125163541212,44.81469614439816,39.27150931546996,50.58874836458788
136,Suffolk County (Southwest)--Islip Town (South) PUMA,63.401803607214426,73.20774463631606,54.39692455550216,36.59819639278557,26.792255363683935,45.60307544449784
137,Niagara County (North & East) PUMA,79.58477508650519,81.94444444444444,78.80184331797236,20.415224913494807,18.055555555555554,21.19815668202765
138,NYC-Manhattan Community District 11--East Harlem PUMA,54.10170092133239,51.685823754789276,56.17996044825313,45.89829907866761,48.314176245210724,43.82003955174687
139,Broome (Outer West) & Tioga Counties PUMA,89.13043478260869,75.30864197530865,100.0,10.869565217391305,24.691358024691358,0.0
140,Albany County (East Central)--Albany City PUMA,52.91790306627102,50.278293135435995,55.932203389830505,47.08209693372898,49.721706864564005,44.06779661016949
141,Nassau County (West Central)--Hempstead Town (West Central) PUMA,65.1926808982534,71.10211165750651,59.7551237689646,34.8073191017466,28.897888342493495,40.2448762310354
142,Nassau County (West Central)--North Hempstead Town (South) PUMA,54.29412517598874,55.521859994945665,53.03423236514523,45.70587482401126,44.478140005054335,46.96576763485477
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,81.94730813287514,90.91316025067144,72.54809948381042,18.052691867124857,9.086839749328558,27.451900516189582
144,Nassau County (Central)--Hempstead Town (East Central) PUMA,88.51884312007012,89.4291754756871,87.87425149700599,11.481156879929886,10.570824524312897,12.125748502994012
